player_id,player_name,Age,nationality,position,team_id,team_name,stats_id,established_year,coach_name,home_city,match_id,date,location,teamId_A,teamId_B,Score_A,Score_B,match_attendance,Goals,matches_played,tournament_Id,tournament_name,tournament_startDate,tournament_endDate,winner_teamId,VenueId,VenueName,capacity,SponsorshipId,SponsorName,ContractAmt,ContractStartDate,ContractEndDate,Injury_Id,InjuryDescription,InjuryDate,RecoveryTime,sale_id,item_id,SaleDate,Quantity,TotalSaleAmt,item_name,Price,StockQuantity
1739,Barbara Farlamb,26,China,Forward,10,Tigers,3266,1977,Diane-marie Causby,Muli,297,08-10-2012,San Simon,7,5,4,6,48874,7,52,99,Gladiator Games,05/22/1997,11/15/1997,9,29,Mythical Mansion,93024,15,Marley Bootherstone,919050,05/20/1991,07/22/2011,10,Groin Strain,10/25/2005,1,231,1,06/28/2021,427,96828,Training Cones,605,4067
1740,Malcolm Jaukovic,41,Mongolia,Defender,5,Wolves,6462,2013,Dominick Trotter,Delgerhaan,494,07/15/2015,Skien,6,3,3,10,78267,7,74,1,Grand Arena Showdown,02/27/1987,03/14/1988,9,14,Bronze Bowl,58000,76,Randee Laverty,608230,03/23/1981,01/29/2004,10,Calf Strain,10/23/2007,6,312,3,08/17/2022,780,57505,Water Bottle Holder,527,6683
1741,Giulio Swain,31,China,Forward,2,Lions,6892,1944,Laird Pizey,Jinji,189,12/19/1987,Yangchun,7,7,9,4,13120,10,12,5,Master's Duel,01/26/2018,12/13/1995,1,30,Platinum Pavilion,6068,85,Winston Samet,778759,08-05-1990,10-04-1995,1,Rib Contusion,12/17/2006,12,750,6,08/14/1992,38,86842,Water Bottle Holder,392,1097
1742,Trudey Djekic,24,China,Forward,10,Lions,5625,1993,Emili Woan,Changyanbao,204,01/14/2014,Barru,8,9,2,4,66217,1,7,40,Supreme Showdown Series,08-01-1984,11/29/1990,4,9,Steel Stadium,10035,43,Octavius Bortolomei,165564,04/25/1992,07/15/2007,14,Knee Injury,03-10-2022,5,924,10,01/21/1988,21,60794,Team Scarf,981,5920
1743,Bobbee Spleving,27,Indonesia,Defender,9,Sharks,4332,2017,Morganica Chasier,Wahawaha,116,11/22/2013,Stírion,8,10,6,9,15849,3,15,98,Ultimate Warrior Showdown,08-04-1997,07/14/2001,1,18,Mystic Meadow,88033,85,Claudelle Saer,140140,06/16/2012,06-01-1989,7,Wrist Sprain,10/23/1993,9,815,6,08/29/1993,157,6912,Training Cones,223,5121
1744,Kellina Tees,31,Peru,Midfielder,6,Falcons,1186,1985,Ruperta Rabbage,Pueblo Nuevo,195,04/16/1984,Bảo Lộc,4,1,3,10,14972,5,27,96,Champion's Cup,01/18/2012,07-08-2001,4,32,Mythical Museum,1175,32,Maure Suttell,720564,04-06-2011,11-12-2010,10,Torn ACL,12/26/2020,10,346,2,01-09-1989,255,76904,Training Cones,763,2789
1745,Griffin Vedeneev,21,China,Midfielder,4,Eagles,4104,1973,Bronny Eynaud,Jingyang,279,01-09-1999,El Zapote,7,8,4,3,10595,10,82,32,Master's Duel,11/29/2010,06-01-1989,4,11,Epic Stadium,74789,95,Cybil Upwood,511200,12-06-2007,06-02-2005,11,Turf Toe,03-02-1993,6,637,7,01/21/2006,768,91839,Sweatband Set,676,3762
1746,Savina Polotti,33,Russia,Midfielder,2,Thunder,6567,2006,Lilian Cowe,Novaya Igirma,401,08/23/2012,Hecun,8,5,9,9,96598,4,72,48,Supreme Showdown Series,12-05-2022,04/22/2000,5,11,Wonderland Stadium,20538,8,Gherardo Mardee,872391,03/27/2003,05/30/1983,14,Knee Injury,02/18/2008,10,604,2,06/30/2022,45,18158,Goalkeeper Gloves,804,2988
1747,Gordie Chene,33,Russia,Midfielder,2,Sharks,1886,1962,Tabby Castro,Veshnyaki,429,11/16/1999,Jifarong,2,7,3,4,89624,5,94,40,Mega Masters Tournament,12/14/2015,08-11-2008,8,44,Heroic Hall,17253,88,Cinda Dalliston,647312,03/14/2003,02-04-2009,3,Wrist Sprain,10-01-2012,5,535,1,06-05-1998,379,33569,Sweatband Set,619,3299
1748,Jania Leicester,26,Mexico,Goalkeeper,6,Bears,8664,1953,Joice Hofler,Independencia,411,10/19/2014,Nu’erbage,9,9,3,9,17699,0,1,20,Legendary Battle Royale,09-10-1981,08/31/2010,5,10,Fairytale Park,76812,52,Dot Heardman,152187,12-11-2014,03-07-1983,15,Torn ACL,06/16/2017,1,920,10,01/25/2023,891,35486,Training Cones,609,9261
1749,Webster Randles,33,Mongolia,Forward,5,Dragons,33,1973,Gordon Bourthouloume,Mörön,436,10/14/2010,Candelária,5,8,10,0,79702,10,72,67,Legendary Battle Royale,10/14/1994,11/24/2007,4,5,Sunset Stadium,62984,9,Elia McCague,210675,04/28/2000,06/13/1999,19,Elbow Tendonitis,02/24/1999,9,279,7,01/14/1992,489,66811,Team Scarf,423,9612
1750,Julius Koppelmann,35,China,Goalkeeper,1,Dragons,855,1949,Maitilde Parkhouse,Shanghe,154,06-05-1993,Bāgh-e Maīdān,3,3,6,5,725,2,7,57,Grand Arena Showdown,11/23/2013,09/21/2004,5,24,Galactic Gardens,68906,64,Christabella Brian,508481,08-01-2016,05/30/2017,17,Neck Strain,01/14/2009,2,964,10,03-06-2010,709,18651,Referee Whistle,858,81
1751,Olivie Hebbard,37,Brazil,Forward,10,Sharks,8578,1987,Isak Gallienne,Mateus Leme,342,05/27/1992,Farap,3,7,6,1,86531,9,31,83,Supreme Showdown Series,12/20/1998,11/23/2004,10,27,Mythical Mine,45132,26,Corby Leverton,990793,09-08-1996,10/23/2015,14,Achilles Tendonitis,03/24/1990,10,732,3,07/28/2023,433,60834,Referee Whistle,371,3983
1752,Mayne Dobrovolny,39,Poland,Goalkeeper,8,Sharks,1565,1958,Freddi Franies,Puck,311,10-11-2004,Tieremu,9,3,3,10,47649,6,24,47,Champion's Cup,01-03-1994,01-01-1997,4,13,Steel Stadium,26389,15,Collete Jeannin,333000,03/21/2009,10-05-1983,17,Ankle Sprain,07/19/1983,11,565,6,09-06-2003,2,91792,Water Bottle Holder,540,6314
1753,Anneliese Waller,41,Peru,Goalkeeper,2,Wolves,4434,2019,Mirabelle Ibbs,Chingas,494,12-11-1992,Bungereng,10,2,2,5,6494,10,44,68,Mega Masters Tournament,03/15/2005,04/21/2021,10,18,Mythical Maze,72696,27,Judith Yewdale,987803,05/14/2006,02/21/2003,11,Hamstring,05-05-2023,3,375,6,04-04-2016,27,66646,Sweatband Set,782,1789
1754,Josi Mizzen,27,Poland,Midfielder,9,Panthers,69,1955,Armstrong Mulqueen,Łaskarzew,493,09/25/1980,Smyga,5,6,0,8,23991,7,70,66,Mega Masters Tournament,06-09-1989,05-04-1986,4,40,Titanium Terrace,23156,44,Alis Cranston,437367,04/25/2002,12/21/2008,14,Achilles Tendonitis,07/26/2009,1,358,8,08-11-2010,487,78327,Goalkeeper Gloves,849,5649
1755,Sibyl Elcy,41,Kazakhstan,Defender,3,Falcons,664,1987,Wynny Rame,Akkol’,256,01/25/2003,Nouakchott,4,2,2,9,48554,5,84,95,Ultimate Showdown,12/31/2006,01-11-2019,4,41,Starlight Park,95473,86,Chen Whitelaw,563861,06-09-2018,05/25/2023,13,Elbow Tendonitis,06/30/1996,12,98,8,09-10-2010,52,32263,Water Bottle Holder,433,8079
1756,Sherye Gowrich,44,Nigeria,Forward,7,Sharks,3546,1995,Zeb Stoppard,Minna,181,01-11-2004,Gur’yevsk,3,7,5,8,57200,6,5,64,Legendary Battle Royale,02-05-1986,01-05-2009,10,28,Bronze Bowl,33090,62,Sydney Storah,155501,01-02-2001,09/23/1981,9,Torn ACL,09/15/1994,12,39,1,12/15/1985,571,63544,Referee Whistle,927,3375
1757,Jaquelin Celli,31,Niue,Midfielder,5,Panthers,6281,1970,Benedetta Grief,Alofi,216,04/13/1998,Kopong,9,6,8,4,81202,3,70,60,Ultimate Showdown,11/21/1986,09/27/2008,2,48,Ruby Ridge Arena,3158,32,Ced Francescozzi,836823,12/26/2008,12/22/2002,3,Wrist Sprain,03/24/1997,10,352,9,08/30/2006,597,30539,Football Jersey,374,9730
1758,Holly-anne Jaggli,24,China,Goalkeeper,10,Dragons,3852,1959,Eadie McEwen,Xihuachi,227,07-01-1995,Nanshui,5,4,2,1,63078,0,37,33,Ultimate Showdown,04-03-2015,08/13/1983,5,45,Mythical Maze,18058,90,Koressa Rembaud,699852,09-04-2015,05-05-1997,3,Achilles Tendonitis,09-12-2012,3,76,2,03-01-1985,916,54523,Sweatband Set,420,7164
1759,Aguistin Reppaport,32,Philippines,Defender,9,Tigers,8207,2007,Gerhard Conley,Viga,327,03/16/2023,Carcavelos,10,7,6,4,80766,10,64,31,Mega Masters Tournament,05-08-1985,02/22/2009,6,2,Mythical Market,36984,12,Dody Geekin,439023,03-12-2009,01-03-2018,7,Pulled Quad,03/31/2000,11,319,8,08/30/2022,666,46115,Goalkeeper Gloves,949,699
1760,Coraline Verbruggen,34,China,Goalkeeper,5,Falcons,1569,2021,Mikkel Attenburrow,Liushun,407,07/14/1994,Parkent,3,1,6,1,28692,4,57,14,Champion's Cup,06/27/1994,06-01-1980,7,38,Fairytale Park,95805,13,Dody Croad,198177,01/21/1991,01-11-1989,6,Neck Strain,09/14/1991,2,859,8,11/21/2003,699,13813,Coach Clipboard,59,4831
1761,West Eburne,38,Portugal,Goalkeeper,7,Lions,831,1999,Marya McPhee,Azinhal,464,07/19/2013,Rongwo,8,3,3,0,95431,5,94,56,Elite Championship Challenge,04/20/2009,12-02-2022,6,38,Neon Nexus,78536,79,Junia Verbruggen,785250,07/14/2009,07/19/2000,8,Turf Toe,06/18/1990,10,139,5,06-12-2001,514,20376,Team Scarf,865,2795
1762,Chlo Mellanby,42,Brazil,Goalkeeper,2,Thunder,533,2005,Piper Pimblott,Canela,342,06/23/2007,Malvern,3,9,1,4,37448,8,90,100,Supreme Showdown Series,08/24/2021,10/18/1993,5,47,Dreamland Dome,10344,51,Darlleen Robison,738593,04-01-2001,12-09-2007,13,Broken Arm,03/20/2017,6,65,10,06/30/2003,779,33287,Sweatband Set,501,2038
1763,Teresina Fossick,33,Indonesia,Forward,4,Falcons,4546,1971,Chandal Konneke,Lohong,160,03-08-1998,Salawu,3,2,5,5,47421,1,60,64,Grand Arena Showdown,10/31/2013,12/15/2011,7,11,Bronze Bowl,59477,10,Emlyn McCreedy,430897,08-06-2006,09/22/2001,6,Knee Injury,03-08-2007,6,696,4,04/26/2016,197,86416,Water Bottle Holder,217,2525
1764,Juieta Erasmus,23,Thailand,Defender,8,Bears,165,2018,Elene Knobell,Tha Tako,192,06/28/1995,Lilio,8,4,1,8,1348,3,78,31,Master's Duel,10-07-1994,03/17/2001,1,20,Sapphire Stadium,44727,14,Johannah Glitherow,266228,10/16/2018,06/17/2016,7,Ankle Sprain,11-08-2014,10,203,5,07/17/1989,824,39864,Water Bottle Holder,997,4581
1765,Tan Lark,34,China,Midfielder,5,Sharks,965,1972,Bendix Petroselli,Majiang,192,02-04-2008,Qingshuihe,8,8,1,8,20437,7,98,65,Elite Championship Challenge,07-03-2004,12/27/2016,1,7,Celestial Court,81806,20,Ruthe Freund,46261,04/19/1998,09/13/2010,4,Neck Strain,05/20/2007,2,891,9,02/25/1985,786,76202,Goalkeeper Gloves,917,4777
1766,Curtis Belhome,29,Poland,Goalkeeper,10,Bears,3064,1969,Rolph Aron,Lisewo Malborskie,409,12/14/2013,Zhengyangshan,4,3,3,0,77399,10,49,34,Gladiator Games,08-06-2013,12-07-2007,6,49,Violet Valley,94092,6,Feodora Colombier,235952,11/30/2013,12-03-2017,15,Facial Laceration,09/19/2018,2,805,4,03/23/1991,97,98062,Stadium Seat Cushion,205,1018
1767,Johann Kingsly,33,Sweden,Midfielder,3,Eagles,5930,2019,Elwira Raymond,Karlstad,373,02-05-2002,Parikkala,8,9,3,7,94371,6,16,41,Champion's Cup,05/18/1988,08/28/1997,4,6,Ivory Field,97727,80,Tami Kaiser,755700,06/21/2021,05/31/2000,14,Rib Contusion,06-06-2011,10,15,3,04/13/1990,745,27697,Referee Whistle,86,1161
1768,Scarface Noddles,40,Russia,Forward,7,Thunder,4712,2016,Maximo Ventam,Voznesenskaya,489,05/30/2000,Plalar,6,10,1,8,78399,0,40,42,Battle Royale Bash,08-07-1988,09-06-2002,2,17,Legend Land,86802,69,Anders Suddards,744952,01-09-1986,10/28/1991,16,Wrist Sprain,01-01-2012,7,229,6,02/19/1997,324,93523,Water Bottle Holder,725,6176
1769,Rickie Bullar,39,Japan,Midfielder,5,Panthers,8564,1955,Kristy Rouf,Miyako,488,01-09-1999,Lindavista,10,4,0,0,10840,2,34,17,Legendary Battle Royale,12/24/1991,11-06-1991,7,16,Mythical Museum,33274,15,Ramona Kunkler,346537,01-08-2023,11-04-2011,2,Wrist Sprain,06-10-1991,1,115,6,06/30/2003,11,28990,Goalkeeper Gloves,130,1979
1770,Friedrick Yurtsev,37,Indonesia,Goalkeeper,9,Dragons,7079,2022,Caryl Godball,Manggis,268,11/13/1980,Woken,6,5,5,10,66155,4,46,73,Ultimate Warrior Showdown,05/13/2008,01-11-1999,3,9,Mythical Museum,4088,12,Dalton Hedger,338490,06/21/2017,06/27/1986,11,Achilles Tendonitis,09-06-1985,1,742,6,03/31/1991,757,70870,Referee Whistle,822,7549
1771,Findley Hussy,19,China,Goalkeeper,2,Wolves,3064,2000,Karlis Draycott,Weixin,412,09/26/1987,Gaurnadi,1,4,10,0,36801,0,58,22,Ultimate Warrior Showdown,02/28/1991,05/25/2000,4,21,Violet Valley,39154,16,Quintilla Barbey,408355,08/23/2003,08-03-2006,2,Neck Strain,07/24/1994,8,866,4,08-08-2000,539,22857,Training Cones,199,3142
1772,Malynda Fahy,21,Colombia,Goalkeeper,9,Lions,5156,2011,Giff Wickman,Los Andes,134,01/29/1993,Falun,8,1,9,8,37488,6,20,63,Gladiator Games,05/13/2017,09/25/1999,3,40,Ivory Field,5088,84,Welbie MacCole,790079,03/26/2017,06-05-1988,13,Calf Strain,08-11-2002,9,712,7,03-09-1983,428,46229,Team Scarf,55,5381
1773,Jasper Ismay,32,France,Forward,6,Sharks,2106,1999,Temp Howchin,Autun,185,06-01-2000,Tân Hưng,3,4,3,3,83267,8,28,90,Champion's Cup,05/16/2019,07/18/2019,4,11,Magical Mall,61155,38,Tina Wincom,841505,03-01-2013,02-05-2022,10,Rib Contusion,05-03-1994,7,14,5,04-02-2008,704,20917,Soccer Ball,417,1071
1774,Rheta Shiell,36,China,Forward,9,Eagles,578,2013,Wilburt Gerrell,Yangjia,118,06/21/1995,Notre-Dame-des-Prairies,3,4,1,0,76915,9,3,36,Ultimate Warrior Showdown,10/30/2014,08-10-1997,9,13,Copper Coliseum,48600,47,Kellby Scrivener,610335,06-02-2017,10/31/1983,5,Pulled Quad,06-01-1989,11,770,3,02/21/2005,961,37417,Coach Clipboard,331,132
1775,Laurianne Addeycott,27,China,Midfielder,7,Dragons,1894,2008,Nessie Cust,Luyi,250,01-02-2002,Sindangbarang,3,10,8,0,67572,7,2,52,Gladiator Games,03-04-1986,12/15/2014,1,23,Whimsical Woods,19895,31,Rosanna Matfin,896551,02/25/1992,10/28/1996,20,Torn ACL,06/17/2017,3,916,2,12-09-2022,558,69199,Coach Clipboard,848,4861
1776,Ric Lidgate,26,China,Defender,4,Falcons,9973,1949,Collete Lawrence,Simajia,378,02/27/2001,Heling,5,7,6,5,55138,4,48,39,Gladiator Games,09/16/1982,05/24/1980,7,17,Legendary Arena,35175,21,Anne-corinne Capron,993558,10-04-1997,08/31/2001,5,Facial Laceration,03-09-1988,7,231,9,10/26/1985,495,99968,Team Scarf,465,4031
1777,Hertha Curtiss,32,China,Goalkeeper,4,Bears,6032,2005,Eziechiele Goney,Lixi,212,02-06-2005,Kimhae,2,7,1,6,96186,8,89,39,Legendary Battle Royale,09/16/2006,03-07-2001,2,48,Whimsical Woods,70381,42,Dyane Curtin,954935,02/16/2019,09-01-2011,10,Rib Contusion,04/26/2010,12,337,1,05-02-1987,241,28783,Training Cones,799,365
1778,Emanuele Cramer,39,South Africa,Defender,1,Wolves,2159,1976,Kellby Inggall,Aliwal North,311,10-12-2016,Arapiraca,6,4,6,0,39321,10,51,74,Epic Clash Challenge,06-01-1983,01/30/1985,9,41,Golden Gate Field,66753,86,Callie Faltin,975352,12-05-1989,06/20/1985,19,Rib Contusion,12-09-1993,3,787,10,04-08-2007,91,49895,Team Scarf,701,307
1779,Claudianus Sleep,20,Brazil,Forward,7,Dragons,9560,2024,Aleta Flanner,Bayeux,373,08/31/2016,Novopavlovsk,8,9,4,6,84245,6,5,49,Ultimate Showdown,11-09-2003,12/25/1980,8,47,Fairytale Park,36923,37,Weylin Greave,259201,11/29/2006,03-07-1982,9,Hip Flexor Strain,05/17/1993,7,460,3,12/20/2005,591,35008,Stadium Seat Cushion,862,7869
1780,Baxie Kolakovic,29,Belarus,Midfielder,8,Sharks,5229,2022,Dottie Corker,Khal’ch,436,03/31/1992,Toritama,4,8,10,6,84606,4,85,17,Grand Arena Showdown,12/16/1999,02-07-2015,2,15,Pixel Park,4368,51,Xever Hindes,168647,04-01-2002,06/25/2006,20,Facial Laceration,05/13/2017,3,307,10,04/24/2016,933,97352,Water Bottle Holder,699,809
1781,Eulalie Leyfield,35,Portugal,Forward,7,Eagles,5203,1995,Salomon Inglesant,Vilarinho,496,02/24/1999,Bagahanlad,3,7,4,1,70388,3,45,90,Epic Clash Challenge,11-06-2012,06/26/2007,5,14,Pixel Park,87796,25,Nicolina Priel,341521,11-10-1991,08/25/2023,8,Elbow Tendonitis,10/23/1985,12,288,6,12-03-1999,480,12553,Referee Whistle,772,7842
1782,Ettore Beslier,38,Sierra Leone,Midfielder,10,Dragons,2969,1984,Leanora Maraga,Zimmi,402,02-03-2007,Lajaluhur,3,4,10,7,66376,1,10,95,Elite Championship Challenge,11/18/2017,06/24/2023,6,22,Pearl Park,91900,75,Jobi Andreia,310409,02/19/1996,05-02-2017,16,Ankle Sprain,07/22/1995,9,171,8,12-06-2005,621,98000,Coach Clipboard,28,8562
1783,Reuven Burgisi,30,China,Forward,10,Eagles,4263,2022,Evin Matz,Lihu,475,12/23/1991,Fonte Boa dos Nabos,5,10,6,0,79350,10,48,34,Mega Masters Tournament,12/23/2016,07/31/2009,5,5,Copper Coliseum,40152,69,Sanderson Spearing,303784,12/31/1993,04/22/1999,3,Neck Strain,10-01-1984,10,873,4,01/21/2015,9,3527,Soccer Ball,177,9609
1784,Sheridan Ozanne,39,Indonesia,Defender,10,Thunder,5662,1985,Rachel Edgar,Bangilan,268,01/16/2020,Nilanapo,10,7,5,5,34283,10,16,10,Ultimate Showdown,08/15/2019,03-07-2011,8,31,Azure Arena,98856,44,Felita Petford,526193,05/21/1993,01/26/1996,12,Calf Strain,02/24/2023,2,973,1,12-12-1986,110,2636,Goalkeeper Gloves,841,8296
1785,Marje MacCrosson,21,Indonesia,Goalkeeper,1,Dragons,5080,2024,Siward Pre,Glagahan,488,02/17/1990,Yangjiao,2,7,6,6,67824,10,38,56,Champion's Cup,03/20/2017,11/23/2000,2,47,Pixel Park,1534,86,Lucio Ida,917881,06-11-2010,08/13/2020,11,Broken Arm,08/25/1986,9,208,7,10-07-2008,848,94587,Referee Whistle,923,6799
1786,Merrilee Beckley,24,Ukraine,Forward,4,Panthers,5488,2014,Kerk Angliss,Zaliztsi,112,05/29/2020,Ankou,2,9,8,4,14712,9,20,13,Elite Championship Challenge,01/31/2018,12-05-1994,10,21,Copper Coliseum,40228,13,Licha Extill,115069,03/30/2012,10-11-1990,12,Hip Flexor Strain,04/21/1985,9,913,3,09-09-2022,680,14473,Football Jersey,346,400
1787,Quillan Conlon,26,Brazil,Forward,4,Sharks,6543,1989,Helyn Henrichsen,Caçapava,331,05-06-1995,Togitsu,5,4,1,0,60179,1,31,61,Gladiator Games,01-10-1995,07/31/1983,5,6,Amber Arena,70569,91,Blithe Oakshott,141198,12/19/2022,03-06-2012,9,Elbow Tendonitis,04/22/2016,2,603,8,10-10-1993,581,67355,Stadium Seat Cushion,702,5494
1788,Marcela Wisdom,44,Croatia,Defender,4,Thunder,9268,2009,Nanette Cresswell,Ludbreg,220,02/20/2023,Benhao,10,8,2,0,96390,8,1,97,Ultimate Warrior Showdown,10/27/2020,10/25/1993,10,33,Ruby Ridge Arena,82467,84,Teena FitzGibbon,217101,11-10-2011,12-01-2001,19,Calf Strain,07/23/1993,2,320,9,11/26/1989,634,98120,Coach Clipboard,73,7413
1789,Elinor Waghorn,34,Ukraine,Forward,9,Lions,2585,2021,Barbee Brunsen,Ovidiopol’,263,03-05-2005,Mandera,9,5,3,2,16917,0,44,18,Epic Clash Challenge,10-05-2006,11-06-2009,10,33,Mythical Mansion,85049,39,Raymund Roche,801413,02/28/1987,09/28/2004,4,Ankle Sprain,08/22/1986,2,484,7,06-03-1985,516,83848,Stadium Seat Cushion,744,8682
1790,Rici Culverhouse,36,Jamaica,Forward,9,Lions,3574,1971,Leeland Hurburt,Black River,298,01-12-1988,Tagasilay,8,5,4,3,41249,10,94,98,Elite Championship Challenge,08/24/2015,09/18/1997,1,23,Crimson Court,1281,96,Adrianne Gorton,807570,11/14/2016,06/27/1999,19,Wrist Sprain,09/15/2010,11,884,8,11/25/1990,961,72980,Coach Clipboard,849,3357
1791,Egon Fenck,31,Brazil,Forward,8,Bears,5588,1969,Shannon World,Custódia,415,01-03-1980,Hofors,7,8,3,6,87359,6,68,73,Master's Duel,11/19/2004,04-01-1993,2,44,Legend Land,7958,79,Neile Gostridge,961776,04/27/1991,02-08-2021,13,Wrist Sprain,11/21/1988,7,650,6,06-04-2019,734,86191,Football Jersey,441,5340
1792,Janeta Eccleshall,18,Libya,Goalkeeper,5,Dragons,9535,2007,Thomasine Comerford,Waddān,187,12-12-1982,Kamal,1,7,5,8,260,10,72,6,Epic Clash Challenge,07/16/1993,07-03-2016,9,11,Pixel Park,86683,24,Kenon Behr,926289,07/23/1989,06-07-1990,15,Hip Flexor Strain,11-05-2014,11,273,9,04/14/2019,370,85027,Goalkeeper Gloves,964,6294
1793,Meta Pfeffer,20,China,Defender,8,Lions,1992,1986,Pierette Elgie,Shixiang,196,10-10-1999,Kuty,2,9,9,9,32181,6,98,44,Epic Clash Challenge,09-01-2022,02-12-2023,6,28,Galactic Gardens,47394,80,Artemis Finnes,257500,12-10-1991,05/30/1997,1,Shoulder Dislocation,12/30/2006,3,514,9,10/14/1983,180,27198,Football Jersey,417,7935
1794,Emery Pinyon,32,Argentina,Defender,10,Falcons,380,2012,Ulrica Westerman,La Rioja,249,07-11-2017,Salekhard,9,1,2,9,77355,4,65,5,Mega Masters Tournament,12/30/2021,02-06-2000,6,18,Galactic Gardens,76351,27,Osbert Reide,862433,01/23/2011,05-07-2021,11,Calf Strain,08/25/2011,5,281,2,09/15/2001,268,69730,Goalkeeper Gloves,647,1235
1795,Willabella O'Neil,40,Pakistan,Forward,7,Dragons,3612,1942,Donelle Willson,Sargodha,120,03-04-2018,Magisterial,3,5,2,1,19369,2,16,6,Battle Royale Bash,08/15/2014,08-02-1999,9,48,Mythical Market,65503,91,Devin Bockett,752117,12-03-2001,09-05-2011,7,Broken Arm,06-04-1987,7,455,9,10-03-1997,433,1253,Water Bottle Holder,945,1871
1796,Gayla Winning,33,Yemen,Defender,2,Thunder,1703,2002,Lindie Massimi,‘Ubāl,162,08-10-1985,Grigiškės,5,3,4,7,231,2,46,61,Battle Royale Bash,07-10-2012,04-07-2011,4,41,Diamond Dome,16630,53,Ginnifer Torvey,295180,06/15/2018,04/24/2002,18,Shoulder Dislocation,07/26/2008,1,454,2,03/31/2021,910,99671,Soccer Ball,621,51
1797,Rees Bentke,40,Sweden,Defender,4,Tigers,4221,2001,Sheryl Tetla,Piteå,500,08-03-1988,Sengkerang Tiga,10,6,2,3,47381,2,9,2,Ultimate Warrior Showdown,07/27/1991,09/13/1987,8,30,Crimson Court,34129,42,Aldin Stormonth,833561,09/19/2019,05-10-2012,6,Concussion,04/18/1987,6,72,9,01-08-2005,866,25380,Training Cones,165,8022
1798,Valli Caps,42,China,Midfielder,6,Eagles,7995,1940,Cristine Dzeniskevich,Andou,489,04/30/2012,Gubuk Daya,2,6,10,10,68790,7,99,84,Grand Arena Showdown,02-11-2023,06-06-2008,1,48,Steel Stadium,69512,82,Ewan Tejada,941133,05/28/2020,09/24/2000,12,Torn ACL,01-06-2017,9,466,10,08/28/1995,828,47861,Coach Clipboard,847,6516
1799,Georgie Stokey,35,China,Midfielder,4,Tigers,9894,1961,Elwin Purbrick,Rongkou,438,09/24/1980,Svetlyy,3,10,3,10,91533,0,3,78,Mega Masters Tournament,02/13/1985,10/24/2010,3,27,Magical Mall,38381,10,Debora Roskrug,974766,06/20/2012,03-01-2022,19,Shin Splints,11/15/1997,7,751,9,07/27/1989,681,10838,Stadium Seat Cushion,956,4256
1800,Marchelle Colebrook,28,Argentina,Forward,4,Tigers,9701,2006,Basilio De Francisci,Crespo,454,03/19/2018,Dūāb,8,5,1,3,644,0,71,72,Battle Royale Bash,02/14/1988,08-07-1988,8,29,Mystic Meadow,15125,61,Alvy Bortoluzzi,372107,03-04-2022,06-05-2018,15,Rib Contusion,02/19/2004,4,930,5,09-11-2012,809,4980,Goalkeeper Gloves,548,4506
1801,Concordia Blagden,24,United States,Midfielder,1,Lions,7785,2011,Odille Roncelli,Saint Paul,445,06/30/1999,Socorro,3,7,3,5,7783,0,94,65,Legendary Battle Royale,12/31/2005,07-04-2015,4,43,Obsidian Oval,24419,8,Myrtia Probetts,310913,12/21/1995,04-01-1993,15,Neck Strain,04-06-1982,1,380,5,10/18/1998,104,25555,Training Cones,945,3461
1802,Ira Magwood,21,Japan,Midfielder,10,Lions,4424,1970,Rodd Hurdwell,Marumori,461,05-08-1989,Pomahan,8,5,1,2,83302,6,94,82,Grand Arena Showdown,01/14/2001,01-04-1992,8,5,Mystic Meadow,84856,94,Ragnar Surmeir,804913,01-02-1981,05-07-1999,2,Torn ACL,05/22/2010,7,488,2,02/25/1986,414,58105,Soccer Ball,761,1086
1803,Adoree MacCumiskey,35,Argentina,Midfielder,4,Thunder,7895,1974,Andree Crummy,Chimbas,431,01/15/1986,Currais,2,4,5,0,93051,6,94,32,Legendary Battle Royale,03-12-1988,05/26/2007,6,41,Neon Nexus,80270,80,Prinz Enser,195701,12/24/1992,10/19/1985,9,Concussion,01/24/1989,1,785,7,08/31/2011,765,32599,Referee Whistle,186,361
1804,Alida Bundy,41,Brazil,Defender,3,Dragons,8841,2022,Hyacinth Pettwood,João Monlevade,331,11/14/2009,Mishixiang,9,9,8,3,60832,8,17,18,Grand Arena Showdown,07/15/1996,05/19/2004,6,32,Fairytale Park,66745,16,Neda Boyce,854119,08/18/2014,12/17/1999,6,Hip Flexor Strain,01/29/2015,1,701,5,12-04-1982,42,64658,Stadium Seat Cushion,493,5570
1805,Salomi Bretherick,41,Indonesia,Goalkeeper,7,Tigers,7232,2024,Hetty Biskupski,Kembang,402,07/26/2012,Baiyang,3,3,4,4,43529,6,39,8,Epic Clash Challenge,11/25/1987,03/24/2008,9,46,Fairytale Park,88530,35,Tomaso Haken,575678,08/30/1983,03/30/2001,10,Calf Strain,09-06-2013,8,190,10,11-08-1988,505,26813,Goalkeeper Gloves,40,9686
1806,Juline Carley,35,Russia,Midfielder,4,Eagles,8142,1964,Alejoa Rea,Kharovsk,341,09/25/1993,Saint-Étienne,6,7,5,10,68805,2,11,24,Elite Championship Challenge,10/24/1999,08-05-2018,1,33,Enchanted Arena,95515,87,Cecilla Kezar,115420,11/14/2006,05/24/2006,10,Turf Toe,01-10-2012,7,236,8,03/21/1988,398,43432,Sweatband Set,489,9373
